Vuosi,Paaluokka/Osasto,Luku,Momentti,Alkup.talousarvio,Lisätalousarvio,Voimassaoleva talousarvio,Käytettävissä,Nettokertymä ko.vuodelta,Nettokertymä,Jäljellä,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,National development programme for social security and healthcare and certain other expenses,500000,0,500000,500000,500000,500000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State funding for academic research in healthcare units,21000000,0,21000000,21000000,21000000,21000000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State remuneration to healthcare units for medicine and dentistry education-related expenses,94700000,0,94700000,94700000,92860141,12,92860141,12,1839858,88
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State remuneration to healthcare units for forensic psychiatry and patient transfer-related expenses,15200000,0,15200000,15200000,12014793,64,12014793,64,3185206,36
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State aid for securing social and healthcare services in sámi language,480000,0,480000,480000,480000,480000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State remuneration to municipalities for urgent social care of illegal immigrants,5346000,0,5346000,5346000,20547,68,20547,68,5325452,32
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State aid for freedom of choice-related pilot project expenses,100000000,0,100000000,100000000,100000000,100000000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State funding for medical and air ambulance services expenses,28990000,0,28990000,28990000,28990000,28990000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State funding for shelters for victims of domestic violence,17550000,0,17550000,17550000,17550000,17550000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State aid for centres of expertise in the social services field,3000000,0,3000000,3000000,3000000,3000000,0,,,
2018,Ministry of Social Affairs and Health,Municipal social support and health care,State remuneration for criminal matters arbitration-related expenses,6850000,0,6850000,6850000,6850000,6850000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,Vaccine acquisitions,27390000,-1000000,26390000,26390000,26390000,26390000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,Health supervision,680000,0,680000,680000,680000,680000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,Control of infectious diseases,550000,0,550000,550000,550000,550000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,Promotion of health,2200000,0,2200000,2200000,2200000,2200000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,State remuneration for occupational health services specialist training-related expenses,2900000,0,2900000,2900000,2900000,2900000,0,,,
2018,Ministry of Social Affairs and Health,Promotion of health,State aid for the operating expenses of the UKK Institute,928000,0,928000,928000,928000,928000,0,,,
2018,Ministry of Social Affairs and Health,Holiday and stand-in scheme for farmers and fur producers,State remuneration for farmer holiday and stand-in services related expenses,144534000,0,144534000,144534000,131170027,41,131170027,41,13363972,59
2018,Ministry of Social Affairs and Health,Holiday and stand-in scheme for farmers and fur producers,State remuneration for fur producer holiday and stand-in services related expenses,2050000,0,2050000,2050000,2050000,2050000,0,,,
2018,Ministry of Social Affairs and Health,Holiday and stand-in scheme for farmers and fur producers,State remuneration for reindeer herder stand-in allowance,250000,0,250000,250000,250000,250000,0,,,
2018,Ministry of Social Affairs and Health,Holiday and stand-in scheme for farmers and fur producers,State remuneration for farmer and fur producer holiday and stand-in scheme administrative expenses,16140000,0,16140000,16140000,16140000,16140000,0,,,
2018,Ministry of Social Affairs and Health,Aid for promotion of health and social welfare,Subsidies to associations and institutes for promotion of health and social welfare,357975000,0,357975000,357975000,357975000,357975000,0,,,
2018,Ministry of the Environment,Environmental administration operating expenses,Operating expenses of the Ministry of the Environment,26456000,578000,27034000,27034000,27034000,27034000,0,,,
2018,Ministry of the Environment,Environmental administration operating expenses,Operating expenses of the Finnish Environment Institute,22337000,1974000,24311000,24311000,24311000,24311000,0,,,
2018,Ministry of the Environment,Environmental administration operating expenses,Expenses on value added taxes,6435000,0,6435000,6435000,7711638,75,7711638,75,-1276638,75
2018,Ministry of the Environment,Environmental administration operating expenses,Grants to associations and for environmental care,1835000,600000,2435000,2435000,2435000,2435000,0,,,
2018,Ministry of the Environment,Environmental protection,Prevention of environmental damages,7100000,0,7100000,7100000,7100000,7100000,0,,,
2018,Ministry of the Environment,Environmental protection,Certain nature protection expenses,2440000,0,2440000,2440000,2440000,2440000,0,,,
2018,Ministry of the Environment,Environmental protection,Certain environmental expenses,16025000,0,16025000,16025000,16525000,16525000,-500000,,,
2018,Ministry of the Environment,Environmental protection,Public administrative tasks of Metsähallitus,31806000,2954000,34760000,34760000,34760000,34760000,0,,,
2018,Ministry of the Environment,Environmental protection,Transfer to oil damages protection fund,3000000,0,3000000,3000000,3000000,3000000,0,,,
2018,Ministry of the Environment,Environmental protection,Promotion of care for water systems and the environment,8592000,-100000,8492000,8492000,9052000,9052000,-560000,,,
2018,Ministry of the Environment,Environmental protection,Nature reserve acquisition costs and remuneration costs,26630000,0,26630000,26630000,29621445,26,29621445,26,-2991445,26
2018,Ministry of the Environment,Environmental protection,Oil waste services funded by oil waste fees,1000000,0,1000000,1000000,1000000,1000000,0,,,
2018,Ministry of the Environment,Environmental protection,International cooperation membership fees and contributions,1812000,0,1812000,1812000,1812000,1812000,0,,,
2018,Ministry of the Environment,Environmental protection,Ship investments,4100000,0,4100000,4100000,4100000,4100000,0,,,
2018,Ministry of the Environment,"Communities, construction and housing",Operating expenses of the Housing Finance and Development Centre of Finland,4886000,40000,4926000,4926000,4926000,4926000,0,,,
2018,Ministry of the Environment,"Communities, construction and housing",Preventation of financial problems for tenants,1000000,0,1000000,1000000,1000000,1000000,0,,,
2018,Ministry of the Environment,"Communities, construction and housing",Financial aid for development of residential electric transport infrastructure,1500000,0,1500000,1500000,1500000,1500000,0,,,
2018,Ministry of the Environment,"Communities, construction and housing",Financial aid for renovations,16500000,-12330000,4170000,4170000,4170000,4170000,0,,,
2018,Ministry of the Environment,"Communities, construction and housing",Financial aid for protection of built cultural environment,850000,0,850000,850000,850000,850000,0,,,
2018,Interest on national debt,Interest on national debt,Interest on national debt,1221000000,-60000000,1161000000,1161000000,1146884095,54,1146884095,54,14115904,46
2018,Interest on national debt,Other national debt-related expenses,Remunerations and other expenses on national debt,10910000,0,10910000,10910000,3269545,63,3269545,63,7640454,37
